what,kind,bundleId,bundleVersion,description,time
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326093561075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093566161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093566452
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093567083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093567823
activated,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1326093568029
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326093568287
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1326093568317
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093568629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093571680
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1326093572916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093579617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093581646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093583452
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093627773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093628213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093632997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093633314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093653260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093654336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093671749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093672416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093673833
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326093703119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093708137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093747501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326093748367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094353242
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1326094355763
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094357369
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1326094363202
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1326094363498
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094367057
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094367058
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094367059
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094367059
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094367060
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094367407
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326094367575
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1326094367575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094370408
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094371467
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094371468
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094371469
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094371469
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1326094371470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094371658
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326094371663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1326094371663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094375763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094376532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094383397
error,log,,,"Failed to load properties file for project 'MediaControl-Android'",1326094407768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094407888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1326094407941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094408779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094410259
started,bundle,com.google.appengine.eclipse.datatools,2.5.0.v201112160242-rel-r36,"com.google.appengine.eclipse.datatools",1326094411137
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201010220354,"org.eclipse.datatools.connectivity",1326094411237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094412920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094477130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094486749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094590767
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326094631320
executed,command,,,"com.google.gdt.eclipse.android.cloud.launch.local.debug",1326094631613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094631638
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094632943
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326094632950
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326094636387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094640017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094711602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094719890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094723299
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326094723304
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326094786735
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326094788457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094791388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094792684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094813054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094833725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094835877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094838270
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1326094839890
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326094844576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094844579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094844691
executed,command,,,"com.google.gdt.eclipse.android.cloud.launch.local.debug",1326094845045
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094845063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094846301
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326094846308
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.DevModeView",1326094848882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094849864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094851850
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326094853699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094853752
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094853982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094854124
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094854480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094854520
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094854990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094856448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094866918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094867431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094996547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326094996983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095012280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095015780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095174893
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1326095176284
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1326095179617
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326095181344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095186385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095189870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095230881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095232012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095235222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095303066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095303476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095312137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095314267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095363071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095375492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095376110
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1326095380813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.restartWorkbench",1326095381789
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1326095381830
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1326095381966
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1326095381966
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1326095381966
stopped,bundle,com.google.appengine.eclipse.datatools,2.5.0.v201112160242-rel-r36,"com.google.appengine.eclipse.datatools",1326095381966
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.6.1.v201112160242r36,"com.google.appengine.eclipse.sdkbundle",1326095381966
stopped,bundle,com.google.gdt.eclipse.mobile.android,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.mobile.android",1326095381966
stopped,bundle,com.google.gdt.eclipse.appengine.rpc,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.appengine.rpc",1326095381966
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.gph.e36",1326095381966
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.gph.hge",1326095381966
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.gph.subclipse",1326095381966
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.gph.subversive",1326095381966
stopped,bundle,com.google.gdt.eclipse.suite.ext,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.suite.ext",1326095381966
stopped,bundle,com.google.gdt.eclipse.gph,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.gph",1326095381966
stopped,bundle,com.google.gdt.eclipse.maven.e35,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.maven.e35",1326095381966
stopped,bundle,com.google.gdt.eclipse.maven,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.maven",1326095381966
stopped,bundle,com.google.gdt.eclipse.suite,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.suite",1326095381966
stopped,bundle,com.google.gdt.eclipse.appsmarketplace,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.appsmarketplace",1326095381966
stopped,bundle,com.google.appengine.eclipse.core,2.5.0.v201112160242-rel-r36,"com.google.appengine.eclipse.core",1326095381966
stopped,bundle,com.google.gdt.eclipse.login,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.login",1326095381966
stopped,bundle,com.google.gdt.eclipse.managedapis,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.managedapis",1326095381966
stopped,bundle,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.oophm",1326095383062
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.v201112160242-rel-r36,"com.google.gwt.eclipse.sdkbundle",1326095383062
stopped,bundle,com.google.gwt.eclipse.core,2.5.0.v201112160242-rel-r36,"com.google.gwt.eclipse.core",1326095383169
stopped,bundle,com.google.gdt.eclipse.core,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.core",1326095383169
stopped,bundle,com.google.gdt.eclipse.platform,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.platform",1326095383169
stopped,bundle,com.google.gdt.eclipse.platform.e36,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.platform.e36",1326095383169
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1326095383170
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1326095383170
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1326095383170
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1326095383170
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1326095383171
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r36x201110201842,"com.google.gdt.eclipse.designer.UiBinder",1326095383171
stopped,bundle,com.google.gdt.eclipse.designer.gpe,2.4.2.r36x201110220223,"com.google.gdt.eclipse.designer.gpe",1326095383171
stopped,bundle,com.google.gdt.eclipse.designer,2.4.2.r36x201110201842,"com.google.gdt.eclipse.designer",1326095383171
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1326095383171
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1326095383172
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1326095383172
stopped,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1326095383172
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.5.0.v201112160242-rel-r36,"com.google.gdt.eclipse.platform.shared",1326095383172
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1326095383172
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1326095383173
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted.2_0",1326095383173
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1326095383173
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1326095383173
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted.2_2",1326095383173
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.4.2.r36x201110201837,"com.google.gdt.eclipse.designer.hosted",1326095383173
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.2.0.r36x201110191535,"org.eclipse.wb.core.databinding.xml",1326095383173
stopped,bundle,org.eclipse.wb.core.databinding,1.2.0.r36x201110191514,"org.eclipse.wb.core.databinding",1326095383173
stopped,bundle,org.eclipse.wb.core.xml,1.2.0.r36x201110191535,"org.eclipse.wb.core.xml",1326095383173
stopped,bundle,org.eclipse.wb.css,1.2.0.r36x201110191525,"org.eclipse.wb.css",1326095383173
stopped,bundle,org.eclipse.wb.os.win32,1.2.0.r36x201110191514,"org.eclipse.wb.os.win32",1326095383173
stopped,bundle,org.eclipse.wb.core,1.2.0.r36x201110191514,"org.eclipse.wb.core",1326095383173
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1326095383205
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1326095383205
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1326095383205
stopped,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1326095383205
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1326095383205
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1326095383205
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1326095383205
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1326095383257
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1326095383293
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1326095383293
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1326095383293
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1326095383294
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1326095383295
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1326095383295
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1326095383295
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1326095383295
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1326095383295
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1326095383295
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1326095383295
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1326095383299
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1326095383299
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1326095383299
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1326095383299
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1326095383299
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1326095383342
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1326095383342
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,16.0.1.v201112150204-238534,"com.android.ide.eclipse.hierarchyviewer",1326095383342
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1326095429641
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1326095429642
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1326095429643
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1326095429643
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1326095429644
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1326095429672
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1326095429673
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1326095429674
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1326095429675
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1326095429676
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1326095429677
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1326095429678
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1326095429679
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1326095429707
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1326095429708
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1326095429709
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1326095429709
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1326095429710
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1326095429711
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1326095429712
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1326095429713
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1326095429714
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1326095429714
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1326095429725
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1326095429725
